,COD_HECHO,DEP,MUN,CODMUN,FECHA,REVIEW,NOMBREDEP,NOMBREMUN,CODDEP,CODRegion,longitude,latitude,REVIEW_mundep,CODDEPAL,CODDEPALlist,CODDEPALlist2
834,34722,ARAUCA,ARAUQUITA,81065,3/04/2019,nuevo hecho violencia presento tarde miercoles escenario centro poblado troncal jurisdiccion municipio arauquita acuerdo informacion suministrada desconocidos propinaron varios impactos arma fuego quema ropa sujeto aun desconoce identidad costado cuerpo dejo hoja papel lee letra impresa computador sapo acuerdo versiones conocidas autores hecho vez perpetrada accion criminal cruzaron rio arauca refugiaron territorio venezolano,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,nuevo arauquita rio arauca,Arauca,['arauca'],['arauca']
835,34731,ARAUCA,ARAUQUITA,81065,4/04/2019,hechos dieron hacia minutos noche jueves sujetos dispararon mediar palabra hombre encontraba centro poblado ubicado plena zona cacaotera momento desconoce identidad victima responsables crimen,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,zona,Arauca,['arauca'],['arauca']
836,34757,ARAUCA,ARAUQUITA,81065,7/04/2019,vereda diamante aguachica cabecera municipal arauquita joven aos hallado varios impactos arma fuego cree hecho criminal perpetrado tarde domingo,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,aguachica arauquita domingo,Arauca,['arauca'],['arauca']
837,34821,ARAUCA,ARAUQUITA,81065,12/04/2019,barrio charala jurisdiccion municipio arauquita operaciones conjuntas policia ejercito logran ultimas horas captura persona conocida miguelito presunto integrante eln accion efectuada desarrollo tercera fase plan choque construyendo seguridad permitio materializar orden captura persona aos edad emanada juzgado segundo penal municipal delitos homicidio agravado hurto calificado agravado anotar sujeto sealado ser autor material doble homicidio dos policiales hurto dos fusiles dotacion oficial hechos sucedidos noviembre barrio flores municipio,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,charala arauquita,Arauca,['arauca'],['arauca']
838,34884,ARAUCA,ARAUQUITA,81065,21/04/2019,tropas fuerza tarea quiron coordinacion policia capturaron siete personas sealadas pertenecer eln capturados puestos disposicion fiscalia general nacion respectivos procesos judicializacion,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,,Arauca,['arauca'],['arauca']
839,34965,ARAUCA,ARAUQUITA,81065,10/04/2019,nueve noche miercoles pleno centro arauquita sujetos movilizaban motocicleta alto cilindraje interceptaron ciudadano habrian encaonado llevado rumbo desconocido parecer hechos dieron carrera tercera calle tercera poblacion motorizados luego cruzar palabras victima encaonaron llevaron momento desconoce identidad persona secuestrada,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauquita alto,Arauca,['arauca'],['arauca']
840,35073,ARAUCA,ARAUQUITA,81065,8/05/2019,desarrollo operaciones militares parte tropas fuerza tarea quiron departamento arauca arrojan nuevo contundente golpe grupo armado organizado gao residual estructura primera hallazgo posterior destruccion campamentos capacidad albergar sujetos aproximadamente eficaz accion militar dio informacion comunidad lugar vereda normandia municipio arauquita llegaron unidades batallon operaciones terrestres mediante maniobras infiltracion emboscada produciendose combate encuentro dejo resultado captura sujeto despues respectivas audiencias judicializacion quedo vinculado proceso delito concierto delinquir,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauca nuevo arauquita,Arauca,['arauca'],['arauca']
841,35098,ARAUCA,ARAUQUITA,81065,9/05/2019,desconocidos asesinaron consejero departamental cine arauca mauricio lezama corregimiento esmeralda jurisdiccion municipio arauquita segun jose gregorio orduz inspector policia municipio caso registro plena via publica desconocidos propinaron varios disparos cineasta produciendole muerte forma instantanea,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauca arauquita jose,Arauca,['arauca'],['arauca']
842,35111,ARAUCA,ARAUQUITA,81065,11/05/2019,tras operativos realizados zona arauquita arauca luego asesinato cineasta mauricio lezama registraron enfrentamientos ejercito estructura comision camilo cien fuegos frente domingo lain eln resultado enfrentamientos dado baja adalberto puentes rangel alias dario cabecilla principal comision segun investigaciones militares seria encargado cobros extorsivos habria participado ataques explosivos batallon reveis pizarro saravena tres hombres tambien harian parte estructura eln capturados puestos disposicion autoridades acciones militares recuperaron cuatro motocicletas movilizaban zona cometer acciones ilicitas ademas decomiso fusil pistola,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,zona arauquita arauca domingo baja pizarro saravena zona,Arauca,['arauca'],['arauca']
843,35132,ARAUCA,ARAUQUITA,81065,13/05/2019,campamento albergar integrantes grupo armado organizado residual farc desmantelado unidades ejercito zona rural municipio fronterizo arauquita sitio hallo material intendencia viveres grandes cantidades sitio tropas destruyeron manera controlada artefacto explosivo improvisado incautaron uniforme camuflado equipo campaa cintela dos estufas gasolina motobomba puntillon galones gasolina kilos viveres secos,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,campamento zona arauquita,Arauca,['arauca'],['arauca']
844,35192,ARAUCA,ARAUQUITA,81065,19/05/2019,suboficial ejercito fallecio medio ataque fuerza publica presento departamento arauca grupo militares adelantaban puesto control sector puerto jordan zona rural municipio tame atacados granada fragmentacion causo muerte suboficial,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,medio arauca puerto jordan zona tame granada,Arauca,['arauca'],['arauca']
845,35193,ARAUCA,ARAUQUITA,81065,20/05/2019,comandante encargado departamento policia arauca coronel jimmy javier bedoya ramirez indico personal institucion compaia tropas ejercito resultaron ilesos atentado registrado costado manga coleo centro poblado filipinas jurisdiccion municipio arauquita accionado paso personal iba pie motocicleta cargada explosivos lugar cercano etcr personal policia encontraba patrullando ejercito regreso base batallon terroristas abandonan motocicleta ver presencia ejercito policia inmediatamente activan huyen lugar indico coronel jimmy javier bedoya ramirez comandante encargado departamento policia arauca,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauca arauquita paso arauca,Arauca,['arauca'],['arauca']
846,35289,ARAUCA,ARAUQUITA,81065,27/05/2019,joven parecer nacionalidad venezolana asesinado varios impactos arma fuego jurisdiccion municipio arauquita mientras dos personas resultaron heridas arremetida violenta mantiene casco urbano rural diferentes municipios departamento arauca parte miembros llamadas disidencias farc guerrilla ejercito liberacion eln declararon objetivos militares consumidores distribuidores alucinogenos ladrones violadores,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauquita arauca,Arauca,['arauca'],['arauca']
847,35301,ARAUCA,ARAUQUITA,81065,26/05/2019,noche domingo conocio grupos margen ley atentaron instalaciones base armada municipio fronterizo arauquita batallon militar varias cargas explosivas confirmo secretario gobierno localidad fronteriza apure edgar reyes chaparro,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,domingo arauquita,Arauca,['arauca'],['arauca']
848,35386,ARAUCA,ARAUQUITA,81065,5/06/2019,grupos margen ley atentaron noche miercoles bases militares acantonadas inmediaciones centro poblado puerto jordan jurisdiccion municipio fronterizo arauquita departamento arauca comunidad reporto atentado terrorista instalaciones fuerza tarea quiron ejercito lanzarle dos cilindros bomba cayeron aproximaciones guarnicion militar situacion causo temor zozobra habitantes,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,puerto jordan arauquita arauca,Arauca,['arauca'],['arauca']
849,35390,ARAUCA,ARAUQUITA,81065,6/06/2019,hombre cuya identidad aun desconoce asesinado paraje rural municipio arauca parece indicar victima trasladada territorio venezolano ultimado territorio colombiano despliegue autoridades realizo ir realizar diligencia inspeccion levantamiento cadaver verificando sitio dejado presencia explosivos,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauca,Arauca,['arauca'],['arauca']
850,35447,ARAUCA,ARAUQUITA,81065,11/06/2019,mediante diligencia allanamiento registro vereda maporal jurisdiccion municipio arauquita accion conjunta autoridades lograron materializar captura alias maicol requerido delito homicidio persona protegida concurso homogeneo rebelion asi fabricacion trafico porte tenencia armas fuego segun comandante departamento policia arauca coronel dario enrique lopez mosquera persona exintegrante frente extintas farc cabecilla red milicias municipios arauca arauquita enlace finanzas grupo armado organizado residual estructura primera farc sealado ser autor material dos homicidios esteban silva rivas franky fraider ocurridos vereda cabuyare municipio arauca pasado enero asimismo atribuye cobro extorsiones municipios tame arauquita puerto rondon,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauquita arauca lopez mosquera arauca arauquita arauca tame arauquita puerto rondon,Arauca,['arauca'],['arauca']
851,35529,ARAUCA,ARAUQUITA,81065,17/06/2019,promediando noche lunes grupo margen ley perpetro accion terrorista causo temor zozobra habitantes arauquiteos debido estruendo generado detonaciones provenientes poblacion fronteriza victoria apure venezolano instalaciones armada municipio arauquita preciso cargas lograron afectacion instalaciones tampoco cuerpo uniformados infanteria marina debido tal vez prolongada distancia accionadas armas convencionales atravesaron rio arauca,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,victoria arauquita rio arauca,Arauca,['arauca'],['arauca']
852,35599,ARAUCA,ARAUQUITA,81065,21/06/2019,hombres ejercito lograron propinar nuevo golpe grupo armado organizado eln captura cabecilla milicias urbanas comision camilo cien fuegos captura dio orden judicial emanada juzgado segundo promiscuo municipio saravena llevo cabo vereda mata oscura municipio arauquita trata alias rambo aos edad interior grupo armado organizado encargaba cobro extorsiones fortalecer finanzas grupo delincuencial ejerceria actividades delincuenciales zonas urbanas municipios arauca arauquita saravena fortul tame especialmente mal llamado plan pistola sicariato asi implementacion acciones terroristas artefactos explosivos poblacion civil fuerza publica,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,nuevo saravena arauquita arauca arauquita saravena fortul tame,Arauca,['arauca'],['arauca']
853,35602,ARAUCA,ARAUQUITA,81065,23/06/2019,tropas ejercito armada conjunto policia fiscalia general nacion capturaron cinco miembros grupo armado organizado residual estructura primera disidencias farc primeras detenciones dieron zona urbana exactamente barrio union municipio arauquita alias chente brayan luis miguel aprehendidos,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,zona union arauquita luis miguel,Arauca,['arauca'],['arauca']
854,35661,ARAUCA,ARAUQUITA,81065,28/06/2019,capturan disidente farc responsable atentados arauca bogota cundinamarca trata alias robinson chiquitin tenia orden captura interpol sealado ser cabecilla grupo armado organizado residual estructura urbana antonio nario disidencias farc segun comandante departamento policia arauca coronel dario enrique lopez mosquera subversivo cuenta trayectoria criminal mas aos extintas farc llevaba aos delinquiendo grupo armado organizado estructura urbana antonio nario,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauca bogota cundinamarca antonio nario arauca lopez mosquera antonio nario,Arauca,['arauca'],['arauca']
855,35675,ARAUCA,ARAUQUITA,81065,29/06/2019,estatal petrolera colombiana ecopetrol denuncio nuevo atentado oleoducto cao limoncoveas arauquita trata quinto ataque tipo sufrido oleoducto cao limoncoveas mayo junio numero infraestructura va informo ecopetrol comunicado ataques oleoducto cao limoncoveas ocurrieron departamento norte santander arauca cuales registraron zona rural arauquita produjo atentado jueves municipio saravena,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,nuevo arauquita norte santander arauca zona arauquita saravena,Arauca,['arauca'],['arauca']
856,35695,ARAUCA,ARAUQUITA,81065,1/07/2019,mujer origen campesina asesinada pasado fin semana zona rural municipio fronterizo arauquita ser considerada informante fuerzas accion criminal ocurrio maana domingo informo presencia cuerpo mujer inmediaciones sector granja santa helena corredor vial comunica cabecera municipal arauquita centro poblado esmeralda asegura region fronteriza operan fracciones guerrilla disidencias farc ejercito liberacion eln,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,zona arauquita domingo santa helena arauquita,Arauca,['arauca'],['arauca']
857,35706,ARAUCA,ARAUQUITA,81065,3/07/2019,accion terrorista registrada sector parque banderas barrio san martin municipio arauquita atento grupo uniformados logro establecer varias patrullas motorizadas movilizaban tramo vial salida municipio saravena accionada carga explosiva regular poder patrulleros uniformados resultaron ilesos ataque acciones terroristas estarian focalizadas guerrilla eln jueves julio conmemora aniversario mas causando daos atentados poblacion civil fuerza publica infraestructura diferentes departamentos pais,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,san martin arauquita saravena,Arauca,['arauca'],['arauca']
858,35797,ARAUCA,ARAUQUITA,81065,10/07/2019,comandante fuerza tarea quiron coronel arnulfo traslavia sachica sealo reaccion oportuna unidades militares permitio hallazgo varios apiques serian instalados artefactos explosivos parte guerrilla ejercito liberacion eln destruyo controladamente mina antipersonal artefacto explosivo improvisado tipo abanico cuales quedaron descubierto justo dos hombres instalaban vereda pica area pretendian preparar mas armas guerra convencionales poniendo riesgo cientos campesinos transitan permanentemente zona sujetos emprendieron huida percatarse presencia soldados,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,sachica zona,Arauca,['arauca'],['arauca']
859,35827,ARAUCA,ARAUQUITA,81065,12/07/2019,sistema alertas tempranas defensoria pueblo emitio alerta temprana arauquita fortul saravena tame departamento arauca grupos armados ilegales presencia departamento arauca particularmente municipios arauquita saravena fortul tame ejercito liberacion eln facciones disidentes proceso negociacion gobierno farc ep llamaremos facciones armadas disidentes extintas farc segundo trimestre iniciado intensa escalada violencia fuerza publica autoridades regionales locales poblacion civil escalada violencia curso afecta derechos humanos poblacion araucana habitantes arauquita saravena fortul tame,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,pueblo arauquita fortul saravena tame arauca arauca arauquita saravena fortul tame arauquita saravena fortul tame,Arauca,['arauca'],['arauca']
860,35849,ARAUCA,ARAUQUITA,81065,14/07/2019,fin semana ejercito desarrollo varias operaciones militares apoyadas red participacion civica logro hallar destruir departamento arauca dos artefactos cargados kilos explosivos pretendian ser utilizados adelantar diferentes acciones terroristas zona pais artefactos explosivos instalados terroristas frente domingo lain saenz comision camilo cienfuegos eln dos puntos via arauca arauquita inmediaciones centro poblado pesquera transitan mas personas diariamente turistas estudiantes campesinos comunidad general tropa ejercito encuentran sector,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauca zona domingo arauca arauquita,Arauca,['arauca'],['arauca']
861,35890,ARAUCA,ARAUQUITA,81065,17/07/2019,patrulla ejercito encontraba realizando labores patrullaje atacada mediante activacion artefacto explosivo momento realizaba verificacion zona rural municipio informacion dos soldados lesionados aseguro comandante departamento policia arauca coronel dario enrique lopez mosquera,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,zona arauca lopez mosquera,Arauca,['arauca'],['arauca']
862,35930,ARAUCA,ARAUQUITA,81065,21/07/2019,elementos margen ley relacionaria milicianos eln hostigaron personal militar arauquita registro accion subversivos patrulla militar encontraba desarrollo puesto control frente instalaciones guarnicion militar via acceso salida municipio establecio irregulares lanzaron tres artefactos explosivos sede militar parecer resulto herido uniformado ademas daos materiales parte locaciones institucion,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauquita,Arauca,['arauca'],['arauca']
863,35962,ARAUCA,ARAUQUITA,81065,24/07/2019,campesinos zona rural municipio arauquita comunicaron medio comunicacion territorio venezolano sector victoria apure trasladado sector vereda bocas juju hombre ultimado varios impactos arma fuego victima aspecto joven vestia sudadera negra botas pantaneras negras franela blanca gorra color morada victimarios terminaron propinando impactos arma fuego altura cabeza cegaron vida manera inmediata,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,zona arauquita medio victoria,Arauca,['arauca'],['arauca']
864,35976,ARAUCA,ARAUQUITA,81065,24/07/2019,informacion preliminarmente indica dos milicianos subversivos movilizaban motocicleta dt yamaha color roja azul barrio palmeras transportando arma convencional exploto terroristas corresponderia sujeto alias goku ejercito liberacion eln murio acto presentando amputacion varios miembros mientras delincuente quedo gravemente herido siendo llevado unidad urgencias hospital san lorenzo precisa tras explosion menor tan solo aos tambien resulto herido fuerte onda expansiva carga pretendia ingresar residencia miembro asojuntas conducida centro asistencial misma localidad prestaron primeros auxilios,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,san lorenzo fuerte,Arauca,['arauca'],['arauca']
865,36018,ARAUCA,ARAUQUITA,81065,26/07/2019,precisa informe material guerra origen venezolano pertenecia alias pescado maximo cabecilla estructura criminal siendo guardado canecas enterradas varios metros profundidad tropas batallon artilleria general jose maria mantilla mediante operaciones accion ofensiva ubico deposito ilegal vereda cao seco jurisdiccion municipio arauquita contenia cartuchos diferentes calibres proveedores tres fusiles alta precision tenia mira especializada cambios colores granada mano chalecos material intendencia,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,jose maria seco arauquita granada,Arauca,['arauca'],['arauca']
866,36163,ARAUCA,ARAUQUITA,81065,10/08/2019,nuevo atentado lainfraestructura petrolera registro sabado inmediaciones vereda bancasen jurisdiccion municipio arauquita arauca parecer utilizacion deexplosivos averiada tuberia transporta crudo empresa ecopetrol formainmediata activo plan contingencia junto protocolos establecidos tipode anomalias ocasion atentado registrado kp oleoducto caolimon coveas,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,nuevo arauquita arauca coveas,Arauca,['arauca'],['arauca']
867,36206,ARAUCA,ARAUQUITA,81065,13/08/2019,paraje rural municipio fronterizo arauquita dejado libertad profesional petrolero empresa ismocol habia sido secuestrado elementos margen ley pasado fin semana municipio saravena hombre parecer poder guerrilleros ejercito liberacion eln segun declaracion hizo gobernador arauca ricardo alvarado bestene rechazo hecho,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauquita saravena arauca alvarado,Arauca,['arauca'],['arauca']
868,36314,ARAUCA,ARAUQUITA,81065,25/08/2019,accion conjunta fuerza publica ultimas horas rescatado menor indigena secuestrado grupo armado organizado residual estructura decima farc delinque departamento arauca,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauca,Arauca,['arauca'],['arauca']
869,36395,ARAUCA,ARAUQUITA,81065,1/09/2019,combates eln arauquita dejaron soldado guerrillero muerto medio combates desarrollaron vereda caracoles municipio tambien resultaron heridos dos uniformados ejercito dos armada camionetas movilizaba personal militar incineradas grupo armado organizado ilegal eln,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauquita medio,Arauca,['arauca'],['arauca']
870,36538,ARAUCA,ARAUQUITA,81065,11/09/2019,madrugada miercoles dio activacion explosivos causaron heridas tres integrantes batallon operaciones terrestres numero vereda triunfo municipio arauquita cuyo ataque atribuido comision camilo cien fuegos eln,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,triunfo arauquita,Arauca,['arauca'],['arauca']
871,36552,ARAUCA,ARAUQUITA,81065,12/09/2019,registro accion violenta sector pesquera municipio arauquita tramo oleoducto cao limon coveas,Arauca,Arauquita,81,Orinoquia,-71.426908,7.028814742000001,arauquita coveas,Arauca,['arauca'],['arauca']
872,33814,BOLIVAR,EL_CARMEN_DE_BOLIVAR,13244,10/01/2019,creciente preocupacion comunidad salado bolivar amenazas via redes sociales recibido ultimos dias mas doce lideres poblacion integra region montes maria residentes comunidadmanifestaron temor intimidaciones recibido representantes especialmente mujeres ordenan abandonar territorio cambio atentar vidas amenazas estan llegado medio cuenta facebook arman luego bloquean alli estan amenazando dicen vayamos pueblo van matar expreso lideres amenazadas alerta tambien referido procurador general nacion fernado carrillo solicitado movilizacion inmediata fuerza publica unidad proteccion unp neutralizar amenaza respecto gobernador bolivar dumek turbay paz rechazo amenazas anuncio completo respaldo comunidad montemariana estara presente proximo sabado enero compaia fuerza publica fin llevar cabo consejo seguridad mandatario departamental tambien hizo llamado urgente ffmm incremente pie fuerza zona garantice presencia uniformados tiempo necesario queremos manifestarle lideres salado corregimiento cruelmente golpeado pasado violencia cuentan apoyo garantias seguridad traves gobernacion bolivar respuesta preocupaciones sabado estare acompaado toda fuerza publica armada ejercito policia consejo seguridad sentaremos bases establecer responsables amenazas judicializados dijo turbay,Bolívar,El Carmen de Bolívar,13,Caribe,-75.12140834,9.717671805,bolivar maria medio pueblo bolivar paz zona bolivar,Bolívar,['bolivar'],['bolivar']
873,33822,BOLIVAR,EL_CARMEN_DE_BOLIVAR,13244,10/01/2019,periodistas conductor vehiculos caracol radio desplazaron comunidad salado investigar amenazas muerte recibido lideres sociales poblacion intimidados desconocidos movilizaban moto comunicadora social cristina navarro corresponsal sebastian bossa conductor remberto toro arribaron horas tarde jueves corregimiento perteneciente municipio carmen bolivar region montes maria acuerdo versiones conocidas rcn radio equipo periodistico realizando varias entrevistas habitantes salado interceptados sujetos motocicleta gritaron iban matar posterior amenaza refugiaron viviendas llegaron miembros infanteria marina policia escoltaron estacion policia zona pasaron noche hecho puesto conocimiento ministro defensa guillermo botero igual altos mandos militares autoridades municipales departamentales informacion da periodista cristina navarro entra equipo tarde corregimiento entrevista alguna lideres resguardada anoche raiz amenaza dice llega moto amenaza muerte genera situacion temor hace policia acerquemos ellospermanecieron anoche estacion policia expreso coronel rafael olaya comandante brigada infanteria marina n coronel manifesto ademas trasladar periodistas estacion lugar reforzado presencia mas uniformados evitar reaccionar cualquier ataque integridad personas encontraban lugar ahora adelanta barrido zona acompaamiento comandante fuerza naval caribe almirante gabriel perez garces cara consejo seguridad realizara enero poblacion participara gobernador bolivar dumek turbay paz,Bolívar,El Carmen de Bolívar,13,Caribe,-75.12140834,9.717671805,sebastian toro carmen bolivar maria zona altos rafael olaya zona bolivar paz,Bolívar,['bolivar'],['bolivar']
874,34111,BOLIVAR,EL_CARMEN_DE_BOLIVAR,13244,6/02/2019,equipo especializado fiscales investigadores personal policia judicial dijin identifico estiben arrieta julio presunto responsable amenazas lideres sociales salado municipio carmen bolivar bolivar gracias investigacion hecho caso amenazas lideresa yirley velasco garrido mediodia miercoles capturado persona presuntamente responsable estiben arrieta julio habita corregimiento salado adicionalmente trabaja consorcio municipio dijo fiscal general nacion nestor humberto martinez,Bolívar,El Carmen de Bolívar,13,Caribe,-75.12140834,9.717671805,carmen bolivar bolivar,Bolívar,['bolivar'],['bolivar']
875,34346,BOLIVAR,EL_CARMEN_DE_BOLIVAR,13244,28/02/2019,director unidad victimas ramon rodriguez anuncio lunes entregaran indemnizaciones sentencia judicial valor millones victimas salado carmen bolivar indemnizaciones aseguro funcionario seran pagadas finalizar mes marzo dineros obligaciones estan banco falta orden puedan desembolsar unidad cuenta presupuesto queremos poder cumplir compromiso finalizar marzo dijo rodriguez agrego director unidad victimas salado ademas solicitar avance reparacion colectiva alertaron amenazas recibidas,Bolívar,El Carmen de Bolívar,13,Caribe,-75.12140834,9.717671805,carmen bolivar banco,Bolívar,['bolivar'],['bolivar']
876,34891,BOLIVAR,EL_CARMEN_DE_BOLIVAR,13244,21/04/2019,mediante tecnicas desminado manual finca rio bamba corregimiento salado ubicada granada mortero milimetros peso gramos considerado mse municion explosionar artefacto explosivo llevaba mas aos area destruido manera controlada personal experto armada presume elementos pudieron afectar poblacion civil pertenecian extinto frente farc,Bolívar,El Carmen de Bolívar,13,Caribe,-75.12140834,9.717671805,rio granada,Bolívar,['bolivar'],['bolivar']
877,35697,BOLIVAR,EL_CARMEN_DE_BOLIVAR,13244,2/07/2019,lider social corregimiento salado departamento bolivar yirley velazco nuevamente objeto amenazas muerte medio carta firmada presuntamente auc hoja blanca escrita maquina increpan lider trabajo mujeres region visitar veredas comunidades menos favorecidas ocasion violentos comparan cobardemente yirley lider social maria pilar hurtado asesinada tierralta cordoba semana pasada carta amenazante hijas yirley encontro dejada bajo puerta casa violentos sealan lider guerrillera,Bolívar,El Carmen de Bolívar,13,Caribe,-75.12140834,9.717671805,bolivar medio maria pilar tierralta cordoba bajo,Bolívar,['bolivar'],['bolivar']
878,36325,BOLIVAR,EL_CARMEN_DE_BOLIVAR,13244,25/08/2019,aparicion panfletos amenazas papeles amenazados lideres sociales defensores derechos humanos docentes directivos region panfletos aparecio comunidad hobo zona rural municipio firmado denominada estructura aguilas negras,Bolívar,El Carmen de Bolívar,13,Caribe,-75.12140834,9.717671805,hobo zona,Bolívar,['bolivar'],['bolivar']
879,33815,NORTE_DE_SANTANDER,CONVENCION,54206,9/01/2019,tropas fuerza tarea vulcano ejercito ubicaron capturaron principales hombres frente hector eln delinque region catatumbo norte santander accion militar ocurrio corregimiento laguna municipio convencion detenido alias carreo autoridades encargado milicias estructura mencionado grupo insurgente afirman fuerza tarea vulcano carreo contaba orden captura vigente delito rebelion ademas ejercito hombre tendria responsabilidad menos dos ataques explosivos fuerza publica ocurrio cabo primero edward orlando avila ramirez encontraba apoyando construccion parque infantil municipio convencion indiscriminadamente victima activacion area minada artefactos explosivos improvisados hecho militar perdio piernas ataque lugar base militar ubicada municipio convencion febrero pasado activados varios explosivos causaron muerte soldado,Norte de Santander,Convención,54,Andina,-73.33724034,8.470012435,norte santander convencion carreo carreo convencion convencion,Norte de Santander,['nortedesantander'],['nortedesantander']
880,34767,NORTE_DE_SANTANDER,CONVENCION,54206,8/04/2019,lunes produjo muerte violenta comerciante dios emiro arevalo sanchez habia recibido amenazas acceder presunta extorsion grupo armado injerencia region catatumbo acuerdo autoridades fallecimiento trabajador confirmo centro asistencial localidad atendio cuerpo victima heridas arma fuego intimidacion arevalo circulo panfleto firmado parecer autodefensas gaitanistas declaraban objetivo militar grupo habitantes sealados ser morosos pago ilegal,Norte de Santander,Convención,54,Andina,-73.33724034,8.470012435,dios,Norte de Santander,['nortedesantander'],['nortedesantander']
881,34819,NORTE_DE_SANTANDER,CONVENCION,54206,13/04/2019,autoridades informado soldados batallon operaciones terrestres n encontraban desarrollo operaciones militares seguridad defensa oleoducto cao limon coveas zona rural vereda campo alegre municipio convencion norte santander poblacion presentaron fuertes enfrentamientos ejercito miembros frente hector eln activaron artefacto explosivo improvisado producto situacion soldado profesional identificado pablo emilio borja garcia resulto herido debido gravedad heridas fallecio,Norte de Santander,Convención,54,Andina,-73.33724034,8.470012435,coveas zona campo convencion norte santander pablo,Norte de Santander,['nortedesantander'],['nortedesantander']
882,34885,NORTE_DE_SANTANDER,CONVENCION,54206,21/04/2019,unidades militares junto policia miembros cti capturaron presunto explosivista eln region catatumbo norte santander trata jeiner hernandez serrano presuntamente pertenecia presuntamente compaia capitan francisco bossio organizacion guerrillera delinque norte departamento,Norte de Santander,Convención,54,Andina,-73.33724034,8.470012435,norte santander francisco norte,Norte de Santander,['nortedesantander'],['nortedesantander']
883,34898,NORTE_DE_SANTANDER,CONVENCION,54206,22/04/2019,autoridades capturaron dos disidentes farc norte santander parecer iban atacar base institucion convencion indico ejercito comunicado detencion logro flagrancia cercanias base militar esmeralda ubicada localidad hace parte region catatumbo segun fuerza tarea vulcanoalias diego mono hacian parte hacia aos frente farc decidio acogerse acuerdo paz firmado,Norte de Santander,Convención,54,Andina,-73.33724034,8.470012435,norte santander convencion diego paz,Norte de Santander,['nortedesantander'],['nortedesantander']
884,34902,NORTE_DE_SANTANDER,CONVENCION,54206,23/04/2019,autoridades locales municipio convencion adelantan serie verificaciones esclarecer muerte violenta dimar torres arevalo exintegrante guerrilla farc asesinado confusos hechos registrados zona rural localidad region catatumbo,Norte de Santander,Convención,54,Andina,-73.33724034,8.470012435,convencion torres zona,Norte de Santander,['nortedesantander'],['nortedesantander']
885,35016,NORTE_DE_SANTANDER,CONVENCION,54206,2/05/2019,seor jose juan reyes rendon aos oriundo caceres recibio varios impactos bala causaron muerte manera inmediata,Norte de Santander,Convención,54,Andina,-73.33724034,8.470012435,jose juan caceres,Norte de Santander,['nortedesantander'],['nortedesantander']
886,35017,NORTE_DE_SANTANDER,CONVENCION,54206,2/05/2019,seor robinson vergel carvajalin recibio varios impactos bala provocaron muerte manera instantanea hecho registro salida municipio barrio febrero ahora autoridades entregado detalles hechos,Norte de Santander,Convención,54,Andina,-73.33724034,8.470012435,,Norte de Santander,['nortedesantander'],['nortedesantander']
