CODIGO,DEPARTAMENTO_HECHO,MUNICIPIO_HECHO,COD_DANE,PDET_ETCR,FECHA_EVENTO,MES_HECHO,ANNO_HECHO,TIPO_EVENTO,SUB_TIPO_EVENTO,PRESUNTO_AUTOR ,DESCRIPCION_PRELIMINAR,FUENTE,CATEGORIA_EVENTO
33933,QUINDIO,MONTENEGRO,63470,0,21/01/2019,1,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,"La Policía Quindío capturó a un sujeto, a quien en medio de una requisa le encontraron en su poder 10 municiones calibre 9 milímetros. La detención se llevó a cabo cuando el sujeto transitaba por la calle 18 con carrera 2 del barrio Pablo VI de Montenegro. Las autoridades tratan de establecer a quién pretendía afectar con esos cartuchos y si pertenece a algún grupo delincuencial de los que vienen alterando el orden público en el municipio. Por ahora, el arrestado, de 25 años, fue trasladado a la Unidad de Reacción Inmediata, URI, de Armenia, donde fue dejado a disposición de la Fiscalía General de la Nación, FGN, para que responda por el delito de tráfico, fabricación o porte ilegal de armas de fuego o municiones.",CRONICA DEL QUINDIO,ACCIONES_INSTITUCIONALES
33934,MAGDALENA,PLATO,47555,0,21/01/2019,1,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,"Jhonny Enrique García Tovar, de 31 años fue capturado por uniformados pertenecientes a la Policía Magdalena, luego de que encontraran una bolsa con marihuana, momentos en que se encontraba realizando labores de patrullajes y control en los sectores de la carrera 26 calle 1 del barrio El Galán de Plato. La detención de esta persona, se dio según lo expuesto por el comandante del Departamento de Policía Magdalena, coronel Faber Dávila Giraldo, “cuando nuestras unidades de la Estación Policía Plato se encontraban realizando trabajos de control y registros a personas y requirieron a este sujeto para una requisa voluntaria, cuando le encontraron una bolsa con marihuana”.",HOY DIARIO DEL MAGDALENA,ACCIONES_INSTITUCIONALES
33935,CAQUETA,PUERTO_RICO,18592,PDET,22/01/2019,1,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,"En la vereda Monterrey de Puerto Rico Caquetá, el Comando Operativo Conjunto Júpiter con tropas del Batallón de Operaciones Terrestres N°21 en una operación coordinada con la Policía seccional Caquetá, se logró la captura de alias “Yury” quien presuntamente seria parte de las redes de apoyo al grupo armado organizado estructura Teófilo Forero y encargada del tráfico de la pasta base de coca. La operación que dio la captura de alias “Yuri”, se dio gracias a una orden de allanamiento, permitiéndoles a las tropas del Batallón de Operaciones Terrestres N°21 y miembros de la Policía encontrar en el lugar de residencia de esta mujer el siguiente material de guerra: un arma de fuego corta prieto Berrete calibre 9 mm, proveedores con su respectiva munición y tres granadas de mano. El material explosivo fue destruido de manera controlada y la captura puesta a disposición de las autoridades competentes.",DIARIO DEL CAUCA,ACCIONES_INSTITUCIONALES
33936,ANTIOQUIA,MEDELLIN,5001,0,22/01/2019,1,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,"En desarrollo del plan choque el que la hace la paga, ‘más cerca del ciudadano’, la Dirección Antisecuestro y Antiextorsión y la Policía metropolitana del Valle de Aburrá en coordinación con la Fiscalía General del Nación, logró en varios procedimientos las capturas de 26 presuntos integrantes de los grupos delincuenciales “la avanzada” y “el Pinar” que delinquen en las ciudades de Medellín y Bello Antioquia. 28 diligencias de registro y allanamiento permitieron las capturas de 26 personas, entre ellas se destacan sus dos cabecillas ""el gordo"", cabecilla del grupo de delincuencia común organizado ""la avanzada"", a quien se le atribuye el homicidio de dos jóvenes (uno de ellos sordomudo), en el año 2011, por negarse a hacer parte de esta estructura. Es de anotar que este sujeto se encontraba en detención domiciliaria y este operativo permitió imputarle los delitos de doble homicidio agravado, concierto para delinquir agravado y tortura. Así mismo, a esta estructura delincuencial se le endilga la participación en el secuestro de dos menoresde edad en el año 2017, a quienes obligaban a vender estupefacientes, exigiendo a sus familiares el pago de 700 mil pesos para poder regresarlos a su hogar y posterior a ello, desplazarlos de manera forzada.",POLICIA NACIONAL,ACCIONES_INSTITUCIONALES
33937,QUINDIO,CALARCA,63130,0,21/01/2019,1,2019,ACCIONES_INSTITUCIONALES,OPERACIONES_ANTINARCOTICOS,NO_PRECISA,"La Seccional de Tránsito y Transporte de la Policía Quindío incautó 228 kilos de marihuana, que un sujeto ocultaba en las sillas traseras de un carro. El sospechoso, en medio de una persecución, escapó de las autoridades. Según las autoridades, un hombre, que se movilizaba en un Mazda 323 por la vía entre el Club Campestre y El Caimo, no produjo sospechas entre un grupo de uniformados que hacían controles. Pese a eso, el coronel Luis Hernando Benavides Guancha, comandante de la Policía en el departamento, dijo que los oficiales le hicieron la señal para una verificación de documentos y una requisa. “El conductor evadió el puesto de control. Los uniformados iniciaron la persecución y coordinaron con la Policía de Calarcá. Cuando llegaba a la vía que conduce a Cajamarca, este sujeto estrelló el vehículo contra un barranco y lo dejó abandonado. En su interior encontramos 340 paquetes de marihuana”.",CRONICA DEL QUINDIO,ACCIONES_INSTITUCIONALES
33938,CESAR,AGUACHICA,20011,0,22/01/2019,1,2019,ACCIONES_INSTITUCIONALES,OPERACIONES_ANTINARCOTICOS,NO_PRECISA,"El Departamento de Policía Cesar, por intermedio del personal perteneciente a los cuadrantes viales al sur de esta jurisdicción, logró en las últimas horas mediante labores de registro y control a personas, las capturas de dos ciudadanos, los cuales se movilizaban en una motocicleta con una importante cantidad de estupefacientes lista para su distribución, “desplegamos acciones investigativas y de registro con el fin de atacar el microtráfico en motocicletas en todo el Cesar.” Coronel Mauricio Pedraza Rocha, Comandante Departamento de Policía. En esta acción Policial son detenidos en la vía que de Ocaña, Municipio del Departamento de Norte de Santander conduce a Aguachica, dos personas, los cuales se movilizaban en una motocicleta por este sector, al momento de practicarles un registro a persona, solicitarles antecedentes y realizar una minuciosa búsqueda a la moto en la que se movilizaban se pudo encontrar en la parte interna del cojín de la misma una sustancia rocosa que por sus características se asemeja a la base de coca, la cual tenía un peso de 250 gramos lista para su distribución.",POLICIA NACIONAL,ACCIONES_INSTITUCIONALES
33939,ANTIOQUIA,VALDIVIA,5854,PDET,22/01/2019,1,2019,ACCIONES_INSTITUCIONALES,OPERACIONES_ANTINARCOTICOS,GUERRILLA,"La comunidad se interpuso a una operación militar y policial que se desarrollaba en el Bajo Cauca antioqueño para la destrucción de cinco laboratorios del procesamiento de cocaína, propiedad del ELN. Según la denuncia de la Fiscalía, cerca de 1.000 personas impidieron la captura de cinco personas que estaban en los laboratorios, ubicados en Raudal y Raudal Viejo en Valdivia. Los laboratorios tenían capacidad para producir hasta 3 toneladas de coca al mes y estaban avaluados en 6.000 millones de pesos. Un comando de la fuerza de tarea Aquiles incautó en los laboratorios 1.300 kilos de pasta de base de coca y 600 kilos de hoja de coca.",BLU RADIO,ACCIONES_INSTITUCIONALES
33940,BOLIVAR,SANTA_ROSA_DEL_SUR,13688,PDET,17/01/2019,1,2019,ACCIONES_INSTITUCIONALES,DESACTIVACION_DE_ARTEFACTOS_EXPLOSIVOS,GUERRILLA,"SANTA ROSA, 17-01-2019 a las 16:30 horas, en cumplimiento a la Estrategia Plan Choque Seguridad con Legalidad “Él que la hace la paga”, en el sector conocido como Los Limones, municipio de Santa Rosa del Sur Bolívar, coordenadas geográficas N 07°57'37.00"" W 74°04'40.00"", se logra la ubicación de un deposito ilegal el cual en su interior contenían 19 Granadas de Fragmentación IM-26, perteneciente al Frente Guillermo Ariza GAO-ELN, logrando con esta acción disminuir la capacidad de ingresar material bélico a la estructura y disminuir el accionar delictivo de este frente. Material explosivo fue dejado a disposición de la Fiscalía Nº 12 Local de Santa Rosa del Sur Bolívar, mediante SPOA Nº 136886099162201900014, por el delito de Fabricación, Tráfico y Porte de Armas y Municiones de Uso Privativo de las Fuerzas Militares. Conoció el caso PT. Elkin Fernando Torres Rojas CC. 1.049.021.119, PT. Emin Palacios Mosquera CC. 1.017.192.373.",POLICIA NACIONAL,ACCIONES_INSTITUCIONALES
33941,CHOCO,CARMEN_DEL_DARIEN,27150,PDET,16/01/2019,1,2019,AMENAZAS_E_INTIMIDACIONES,INDÍGENAS,NO_PRECISA,"Según la información que proviene de la Secretaria de Gobierno de Carmen del Darién, se presentó una amenaza en contra del señor Luis Angel Lopez Valencia Líder Indígena de la Comunidad emberá del Resguardo Unión Chogorodó y que ante este evento la familia se desplaza al casco urbano de Carmen del Darién.  ",UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
33942,ANTIOQUIA,ANORI,5040,ETCR - PDET,23/01/2019,1,2019,ACCIONES_ARMADAS,ATAQUE_A_INSTALACIONES_DE_LA_POLICIA_NACIONAL,GUERRILLA,"El comando de policía Antioquia confirmó que a las 3:00 de la mañana el ELN atacó la estación de la institución en Anorí, norte de Antioquia. Según el reporte, integrantes del frente Héroes y Mártires de Anorí, del ELN, que delinque en esa zona de Antioquia, lanzó una granada contra la estación que terminó explotando frente a una camioneta de la policía parqueada en la entrada de la estación. Por fortuna la explosión no dejó personas heridas, solo daños en el vehículo oficial. Anorí es el municipio de Antioquia con presencia del ELN, de los 400 hombres que se calcula tiene ese grupo guerrillero en el departamento.",BLU RADIO,ACCIONES_ARMADAS
33943,ARAUCA,SARAVENA,81736,PDET,22/01/2019,1,2019,ACCIONES_ARMADAS,COMBATES,GUERRILLA,"Autoridades confirmaron que dos presuntos guerrilleros, al parecer miembros de la comisión Che Guevara del ELN, murieron en medio de enfrentamientos con la Policía en Saravena, Arauca. De acuerdo a la información inicial, los delincuentes atacaron con una granada y disparos de fusil a la estación de policía del municipio y murieron tras un intenso intercambio de disparos con las autoridades. Los hechos, según la información preliminar, se produjeron hacia las 10 de la noche de este martes. Uno de los delincuentes fue trasladado a un centro asistencial pero allí perdió la vida. La Policía confirmó que en el hecho, dos habitantes del municipio también resultaron heridos.",RCN RADIO,ACCIONES_ARMADAS
33944,NORTE_DE_SANTANDER,SARDINATA,54720,PDET,20/01/2019,1,2019,HOMICIDIOS,LIDERES_SOCIALES,NO_PRECISA,"Era un líder comunal hombre asesinado brutalmente en el Catatumbo. Luis Alfredo Contreras lideraba en el corregimiento de Las Mercedes en Sardinata,proyectos de erradicación y sustitución de cultivos de coca por cacao. Dicha gestión sería precisamente la razón que justificó el crimen a manos de grupos armados que hacen presencia en esta región del Catatumbo. Contreras Ortega, conocido como 'Paramillo', fue presidente de la junta de acción comunal de Las Mercedes y pretendía regresar para seguir avanzando en sus proyectos. En su finca, en Las Mercedes, sembraba cacao y además tenía una camioneta para trasteos. Luis Alfredo fue llevado por los desconocidos en su camioneta. Posteriormente, en el sector El Higuerón, en la vía que del casco urbano de Sardinata conduce al corregimiento de Las Mercedes, fue torturado, baleado y le regaron ácido en el rostro. Las balas lo impactaron en el pecho y la cabeza, ocasionándole la muerte de manera inmediata",LA OPINION,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
33945,ARAUCA,SARAVENA,81736,PDET,22/01/2019,1,2019,HOMICIDIOS,NO_PRECISA,NO_PRECISA,"Elementos al margen de la ley serían los responsables de un nuevo asesinato, registrado la tarde de este martes en zona rural del municipio de Saravena, según conoció el periodismo de Noticias Caracol de La Voz del Cinaruco. Un informe preliminar por parte de las autoridades, indica que el crimen ocurrió promediando las 4:00 de la tarde, de este martes 22 de enero, en un lugar continuo al centro poblado de Puerto Lleras, jurisdicción del municipio de Saravena. La víctima, de la que aún no se ha establecido su identidad, presentó múltiples heridas con arma de fuego en diferentes partes de su cuerpo. Se estima que el occiso cuenta con aproximadamente 20 años de edad; quien al momento de su muerte vestía pantalón jeans azul oscuro, una franela blanca y botas de color negro",LA VOZ DEL CINARUCO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
33946,MAGDALENA,PUEBLOVIEJO,47570,0,18/01/2019,1,2019,ATENTADOS,LIDERES_SOCIALES,NO_PRECISA,"Como Reinaldo Escobar Cortecero, de 57 años, ha sido identificado el líder social que fue baleado este viernes en una finca en zona rural del municipio de Puebloviejo, Magdalena. La víctima recibió dos disparos, uno en el hombro izquierdo y otro en la espalda, cuando fue sorprendido por dos hombres en motocicleta que se hicieron pasar por funcionarios de la Fiscalía y lo atacaron con arma de fuego. El suceso se registró en la finca La Conquista mientras el líder social se encontraba ordeñando unas vacas y logró ser auxiliado por otras personas que lo trasladaron al hospital San Cristóbal de Ciénaga en donde recibe atención. Reinaldo Escobar Cortecero es líder de 65 familias campesinas en Puebloviejo pese a que su residencia se encuentra en el corregimiento de Soplador, en el municipio de Zona Bananera.",CARACOL RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
33947,CAUCA,SUAREZ,19780,PDET,23/01/2019,1,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,"Como resultado de las operaciones ofensivas adelantadas en el marco del Plan de Guerra Bicentenario Héroes de la Libertad, tropas del Ejército Nacional en coordinación con la Policía Nacional y la Fuerza Aérea, en las últimas horas lograron la captura de un sujeto conocido con el alias de Chaman en el departamento del Cauca; presunto integrante de la comisión de finanzas del grupo armado organizado residual (GAO-r) estructura Jaime Martínez. Alias Chaman fue detenido en la vereda Bellavista del municipio de Suárez, mediante orden de allanamiento; en los hechos le fue incautada cocaína, más de 5 millones de pesos en efectivo, tres teléfonos celulares y tres radios de comunicaciones. Informaciones de inteligencia señalan que este sujeto sería el encargado del control de la producción y comercialización de clorhidrato decocaína, en los municipios de Suárez y Buenos Aires. Alias Chamán fue cobijado con medida de aseguramiento en centro penitenciario y quedó a disposición de la autoridad judicial",PERIODICO VIRTUAL,ACCIONES_INSTITUCIONALES
33948,QUINDIO,MONTENEGRO,63470,0,23/01/2019,1,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,"Un grupo de Policías que llegó para reforzar la seguridad en Montenegro capturó a tres presuntos ‘jíbaros’ en el sector conocido como La Invasión del barrio La Isabela Baja. Los uniformados patrullaban la zona cuando notaron que los tres individuos, de 19, 20 y 22 años, huyeron al notar su presencia. Metros más adelante fueron alcanzados por los agentes. En medio de una minuciosa requisa a los sospechosos, los oficiales les encontraron 1.200 dosis de base de coca y 70 de marihuana, listas para la venta. Las sustancias ilegales y los detenidos quedaron a disposición de la Fiscalía General de la Nación para que inicie el proceso de judicialización por tráfico, fabricación o porte de estupefacientes.",CRONICA DEL QUINDIO,ACCIONES_INSTITUCIONALES
33949,MAGDALENA,SANTA_MARTA,47001,PDET,23/01/2019,1,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,"Un hombre fue capturado por uniformados pertenecientes a la Policía Metropolitana de Santa Marta, momentos en que estos se encontraban realizando labores de patrullajes por los en la calle 32 con carrera 31, del barrio Divino Niño de Ciénaga por encontrarle un revólver sin papeles. Se trata de José Lankaste Cuesta Santamaría, de 33 años de edad, quien deberá responder por el delito de fabricación, tráfico, porte de armas de fuego y municiones.",HOY DIARIO DEL MAGDALENA,ACCIONES_INSTITUCIONALES
33950,VALLE_DEL_CAUCA,BUENAVENTURA,76109,PDET,22/01/2019,1,2019,ACCIONES_INSTITUCIONALES,OPERACIONES_ANTINARCOTICOS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,"La fuerte ofensiva de la Armada Nacional en contra de las organizaciones dedicadas al tráfico de sustancias ilícitas avanza, por eso en las últimas horas, unidades de la Fuerza Naval del Pacífico, lograron incautar 758 kilogramos de marihuana distribuidos en 16 bultos, que se encontraban ocultos en una zona selvática de la vereda de San Joaquín, en cercanías del río Naya, ubicado en el departamento del Valle del Cauca. Gracias al seguimiento y a la oportuna información de inteligencia de la Armada Nacional, tropas de la Brigada de Infantería de Marina No.2 desplegaron una operación coordinada con la Policía Antinarcóticos, que dio como resultado la ubicación 1.015 paquetes rectangulares de marihuana que, según las investigaciones, pertenecían al Grupo Armado Organizado Residual Estructura “Jaime Martínez”.El material fue trasladado hasta la ciudad de Buenaventura y puesto a disposición de las autoridades judiciales, quienes realizaron a la sustancia hallada al interior de los paquetes incautados, la Prueba Inicial Preliminar Homologada - PIPH, dando resultado positivo para marihuana. Durante la operación no se produjeron capturas.",ARMADA NACIONAL,ACCIONES_INSTITUCIONALES
33951,CAUCA,TORIBIO,19821,PDET,23/01/2019,1,2019,ACCIONES_INSTITUCIONALES,OPERACIONES_ANTINARCOTICOS,NO_PRECISA,"Las autoridades reportaron la incautación de 450 kilogramos de marihuana en operativos realizados en la vía que comunica a los municipios de Toribío y Jambaló, en el nororiente del departamento del Cauca. El coronel Fabio Rojas, comandante del Departamento de Policía, informó que en ese corredor fue detenido un vehículo tipo campero, cuyo conductor intentó escapar al notar la presencia de los uniformados. Sin embargo, los funcionarios lograron detener el automotor, y en la inspección se encontró el cargamento avaluado en 400 millones de pesos, al interior de paquetes envueltos en cinta.",W RADIO,ACCIONES_INSTITUCIONALES
33952,GUAINIA,INIRIDA,94001,0,23/01/2019,1,2019,ACCIONES_INSTITUCIONALES,OPERACIONES_ANTINARCOTICOS,NO_PRECISA,"Unidades de la Armada Nacional propinaron un duro golpe a organizaciones narcotraficantes con la incautación de cerca de media tonelada de clorhidrato de cocaína, transportada a bordo de una embarcación que se movilizaba sobre el río Inírida, en el municipio de Inírida – Guainía. La contundente acción militar se desarrolló cuando tropas del Batallón Fluvial de Infantería de Marina N°50, en conjunto con tropas del Ejército Nacional y la Policía Nacional, realizaron una interdicción a cuatro embarcaciones tipo bongo en la que se desplazaban varios sujetos, sobre el río Inírida. Durante la inspección, las autoridades encontraron un compartimento al interior de una de las embarcaciones de nombre ""El Llanero"", donde fueron hallados varios paquetes de color negro, que contenían una sustancia cuyas características eran similares a alcaloides. La embarcación fue movilizada hasta la orilla del río, donde caninos antinarcóticos efectuaron la verificación de los paquetes obteniendo un resultado positivo, que posteriormente fue ratificado por integrantes de la SIJIN de la Policía, quienes realizaron la Prueba de Identificación Preliminar Homologada (PIPH) a la sustancia, arrojando positivo para 436,1 kilogramos de clorhidrato de cocaína.",ARMADA NACIONAL,ACCIONES_INSTITUCIONALES
33953,CAUCA,CAJIBIO,19130,PDET,23/01/2019,1,2019,ACCIONES_INSTITUCIONALES,INCAUTACIONES,NO_PRECISA,"Efectivos de la Seccional de Tránsito y Transportes de la Policía frustró un atentado terrorista sobre la vía que comunica Popayán con Cali, luego de sorprender a dos sujetos que pretendían lanzar explosivos contra las patrullas de esta institución que velan por la seguridad de este corredor vial. La situación sucedió en el sector de la Meseta, jurisdicción del municipio de Cajibío, cuando los funcionarios observaron cuando dos delincuentes, en motocicleta, se movilizaban por el lugar, y al notar la presencia de los agentes del orden, emprendieron la huida, dejando abandonadas dos granadas y 2.700 eslabones.",PERIODICO VIRTUAL,ACCIONES_INSTITUCIONALES
33954,GUAVIARE,SAN_JOSE_DEL_GUAVIARE,95001,ETCR - PDET,23/01/2019,1,2019,ACCIONES_INSTITUCIONALES,DESACTIVACION_DE_ARTEFACTOS_EXPLOSIVOS,NO_PRECISA,"La reacción oportuna de las tropas de la Fuerza de Tarea Conjunta Omega con sus unidades de Armada Nacional y Ejército, lograron la ubicación y neutralización de dos artefactos explosivos improvisados a orillas del Río Guayabero, jurisdicción del municipio de San José del Guaviare. Se trata de dos cilindros de 100 libras, cargados con aproximadamente 30 libras de explosivos y 170 de metralla que, fueron ubicados en desarrollo de una operación de control militar de área, a orillas del Río. De inmediato, los soldados en coordinación con el Equipo de Explosivos y Demoliciones, EXDE, tras asegurar el área y poner en marcha los protocolos de seguridad, procedieron a realizar la destrucción de los Artefactos de forma controlada.",HSB NOTICIAS,ACCIONES_INSTITUCIONALES
33955,COLOMBIA,NO_PRECISA,,,22/01/2019,1,2019,OTRO_TIPO_DE_EVENTO,OTROS,GUERRILLA,"El Frente de Guerra Occidental Ómar Gómez del ELN, que hace presencia en Chocó y en algunas zonas de Antioquia, se pronunció sobre la escalada violenta de la guerrilla en varias partes del país. Su máximo jefe, alias Uriel, advirtió a través de mensajes difundidos en WhatsApp que las accionesmilitares contra la Fuerza Pública continuarán. El comandante Uriel, quien tendría más de 300 guerrilleros a cargo, manifestó su molestia por la cancelación de las redes sociales del frente guerrillero que dirige, como el blog y las cuentas en YouTube y Twitter, donde emitían comunicados constantemente. El cabecilla aseguró que las acciones militares se mantendrán, pues el Gobierno sabía que el conflicto continuaba en medio de los acercamientos de paz",RCN RADIO,OTRO_TIPO_DE_EVENTOS
33956,COLOMBIA,NO_PRECISA,,,23/01/2019,1,2019,OTRO_TIPO_DE_EVENTO,OTROS,NO_PRECISA,"Ante el secuestro de un ganadero en el norte del Cesar y otros hechos de inseguridad que se han presentado en la región, los ganaderos de ese departamento solicitaron al Gobierno Nacional, que se les permita portar armas de fuego, de modo legal. La solicitud fue realizada por Hernán Araujo, presidente del Fondo de Ganaderos de este departamento, a Fedegan y al Ministerio de Agricultura. Además, destacó que ""es una inquietud, recogida de la preocupación de ganaderos de toda la región"". “Necesitamos que se les faciliten a los ganaderos que están trabajando honestamente, armas para defenderse, que se les autorice no solo la tenencia, sino el porte; pero insisto, de forma legal”, aseguró Araujo y explicó que participó en una reunión con el Ministro de Agricultura “a quien le comunicamos esa solicitud para que la llevara al alto Gobierno y que se revise; además hay una falencia grande en la zona rural”.",RCN RADIO,OTRO_TIPO_DE_EVENTOS
33957,NARIÑO,RICAURTE,52612,PDET,10/01/2019,1,2019,HOMICIDIOS,INDÍGENAS,NO_PRECISA,"Según lo reportado por los medios de comunicación el día 14 de enero del 2019, informaron que el pasado jueves  fue asesinado Leonardo Nastacuás Rodríguez, perteneciente a la comunidad indígena AWA del municipio de Ricaurte, El hecho se registró el pasado jueves 10 de Enero del 2019 en zona rural del municipio Ricaurte",CONTAGIO RADIO EL TIEMPO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
33958,VALLE_DEL_CAUCA,BUENAVENTURA,76109,PDET,14/01/2019,1,2019,AMENAZAS_E_INTIMIDACIONES,LIDERES_SOCIALES,NO_PRECISA,"El día de hoy recibí la información que la señora ANYELA GARCIA,  Coordinadora de la mesa de participación Distrital de Buenaventura, quien nuevamente es amenazada.
La señora ANYELA no es la primera vez que recibe amenazas por lo tanto sugerimos respetuosamente que es  prioritario iniciar la ruta de protección y se active el Plan de Contingencia, que el Distrito le brinde el acompañamiento necesario e inmediato para que la señora ANYELA salga del lugar de donde está viviendo y se coordine con las entidades responsables toda la atención  y protección necesaria.
",UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
33959,ARAUCA,ARAUQUITA,81065,ETCR - PDET,23/01/2019,1,2019,HOMICIDIOS,OTROS,NO_PRECISA,"A través de un comunicado la Armada Nacional confirmó que fue asesinado el cabo tercero de Infantería de Marina David Moyano Torres. El uniformado estaba en un puesto de control fluvial sobre el sector de Media Agua, sobre el Río Arauca en inmediaciones de Arauquita en Arauca, momentos en que fue hostigado por varios hombres con ráfagas de fusil. “El uniformado fue trasladado de inmediato hacia el hospital municipal de Arauquita, siendo posteriormente evacuado vía aérea hacia un centro médico en el municipio de Saravena, Arauca, donde falleció durante un procedimiento quirúrgico” se lee en el comunicado. El hecho es atribuido a las redes criminales que delinquen en el sector sin mencionar un grupo específico, pero por ser zona del Eln no se descartaría la autoría de Moyano Torres de 27 años era natural de era Madrid (Cundinamarca), llevaba tres años y seis meses de tiempo en la institución y se desempeñaba como Comandante de Escuadra a bordo del Puesto Fluvial Avanzado de Arauquita. Fuente: El Tiempo.",EL TIEMPO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
33960,VALLE_DEL_CAUCA,JAMUNDI,76364,0,24/01/2019,1,2019,ACCIONES_INSTITUCIONALES,INFORMES_DE_RIESGO,NO_PRECISA,"El Sistema de Alertas Tempranas de la Defensoría del Pueblo emitió la Alerta Temprana No. 006-19 para Jamundí. La permanencia de las condiciones de inseguridad detalladas en las advertencias previas y en el presente escrito, continúan provocando repercusiones contra la población civil provocando entre otras conductas los desplazamientos individuales por parte de personas quienes consideran esta opción como un mecanismo de protección para salvaguardar sus vidas, integridad personal e incluso bienes patrimoniales. Otros eventos en los que intervendrían los grupos armados ilegales incrementando la situación de riesgo. Están relacionadas con la continuidad en la siembra de coca, la producción de narcóticos, la extorsión y los procesos de sustitución voluntaria de cultivos ilícitos. 

En cuanto a la estrategia de los grupos armados ilegales, en evidente inferioridad frente a la Fuerza Pública, al parecer se ha enfocado en evaluar cuando están dadas las condiciones para actuar con un mínimo riesgo para sus miembros, al darse la oportunidad, ejecutar acciones puntuales contra la Policía y el Ejército Nacional. 
De acuerdo con la Red Nacional de Información de la Unidad de Víctimas, en el año 2018, fueron reconocidos para Jamundí 133 casos por desplazamiento forzado, entre ellos 10 casos de mujeres declarantes, 8 afros y 2 indígenas. 
",DEFENSORIA DEL PUEBLO,ACCIONES_INSTITUCIONALES
33961,ANTIOQUIA,ARGELIA,5055,0,19/01/2019,1,2019,HOMICIDIOS,OTROS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,"El pasado sábado 19 de enero, con arma de fuego fue asesinado Wilmar Darío Jimenez Vera, resultando heridos en la acción dos hombres más, Edilson Jimenez Vera, hermano del occiso y Fabio Isaza. El 21 de enero se presentó otro homicidio. Los hechos ocurrieron en el casco urbano del municipio de Argelia, ubicado en la subregión oriente del departamento.

Se conoció que el occiso Wilmar Darío Jimenez estuvo capturado el año pasado por microtráfico, al parecer el ataque estaría relacionado con la banda los Pachelly quienes manejan el microtráfico en Argelia, y se hipotetiza que se debió a que Wilson estaría trabajando por fuera de los lineamientos del grupo ilegal.

Se desconoce si hay conexión entre el homicidio del sábado y del lunes.

Madre y familiares de Wilson Jimenez manifestaron a la personería que estaban recibiendo amenazas y en consecuencia 7 familias correspondientes a 25 personas se desplazaron y llegaron ayer a la ciudad de Medellín en un bus contratado por la alcaldía de Argelia. ",UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
33962,VALLE_DEL_CAUCA,BUENAVENTURA,76109,PDET,21/01/2019,1,2019,ACCIONES_INSTITUCIONALES,INFORMES_DE_RIESGO,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,"El Sistema de Alertas Tempranas de la Defensoría del Pueblo emitió la Alerta Temprana No. 007-19 para Buenaventura.  El riesgo al que se enfrente la población es generado por la presencia de estructuras armadas ilegales en el casco urbano de Buenaventura, así:
•	Disidencias de las FARC-EP; 
•	el grupo armado Post desmovilización autodenominado “La Empresa” aliada con la Gente del Orden, con presencia en las Comunas 10, y 12, operan a través de un reducto, en razón a las capturas de algunos líderes representativos; 
•	grupo armado post desmovilización autodenominado “Banda Local “tiene control en las comunas 3, 4, y 9, se presume es el grupo armado más fortalecido, su pretensión principal es el control de todo el casco urbano del Distrito de Buenaventura.
•	Ejército de Liberación Nacional-ELN que ha venido entrando de a poco con un pequeño grupo de integrantes.

Se cuenta con información de eventos presentados en la comuna 4, en relación con el espacio humanitario, una serie de enfrentamientos y la entrada de las disidencias de las FARC con el objetivo de apoyar la organización presente en esta comuna. La situación crítica se vive en el barrio conocido como las piedras cantan, donde los jóvenes caminan con armas largas y cortas a la vista de la población, así mismo el pasado 26 de noviembre de 2018 se registró el homicidio de un hombre en este sector, supuestamente por el no pago de extorsión.

Estos hechos generan afectaciones territoriales de diferente índole y de manera diferenciada, estando en mayor riesgo de exposición los NNAJ, teniendo en cuenta que por la precariedad en la que viven, son objetivo de los grupos armados ilegales para ser reclutados o utilizados en la confrontación armada, además de esto se evidencia que los grupos armados ilegales en las comunas 3, 4, ,9,10,11 y 12, utilizan el microtráfico como estrategia de acercamiento y posterior convencimiento de ingresar a sus filas.",DEFENSORIA DEL PUEBLO,ACCIONES_INSTITUCIONALES
