Cod Depto,Departamento,Cod en texto ,Municipio,Dirección Territorial ,Director Territorial ,Alcalde,Población 2017,No. Víctimas por Declaración,No. Sujetos Atención ,"Acto terrorista , Atentados, Combates, Enfrentamientos , Hostigamientos",Amenaza,Delitos contra la Libertad y la Integridad sexual en desarrollo del conflicto Armado,Desaparición forzada,Desplazamiento Forzado,"Homicidio, Masacre","Minas Antipersonal, Munición sin Explotar y artefacto explosivo improvisado",Secuestro,Tortura,"Vincuación de Niños, Niñas y Adolescentes a actividades relacionadas con grupos armados",Abandono o Despojo Forzado de Tierras,Perdida de Bienes Muebles o Inmuebles ,Puntos de Atención,Personas Atendidas,Solicitudes de AH,Solicitudes de Registro,Solicitudes de Oferta,Otras Solicitudes,Total Solicitudes Recibidas,Priorizado,En Construcción,En Formulación,En proceso de contratación,En Funcionamiento ,Misiones Humanitarias 2012-2017,Emergencias Humanitarias 2012-2017,Incluido,No Incluido,Excluido,En Valoración,RECEPCIÓN FORMATOS / Defensoria,RECEPCIÓN FORMATOS / Personeria,RECEPCIÓN FORMATOS / Procuraduria,RECEPCIÓN FORMATOS / Entidad No Informa ,RECEPCIÓN FORMATOS / Consulados,Beneficiarios Dinero Atención Humanitaria,Valor Dinero Atención Humanitaria,Beneficiarios especie Atención Humanitaria,Valor especie Atención Humanitaria,Caracterización de Población Víctima - PAARI Módulo de Asistencia 2012-2017 - Hogares,Caracterización de Población Víctima - PAARI Módulo de Asistencia 2012-2017 - Personas,Caracterización de Población Víctima - PAARI Módulo de Asistencia 2012-2017 - con discapacidad,Atencion Humanitaria 2012-2017 - Giros,Atencion Humanitaria 2012-2017- Valor,Ayuda Humanitaria por Otros Hechos Diferentes al Desplazamiento 2012-2017 - Víctimas,Ayuda Humanitaria por Otros Hechos Diferentes al Desplazamiento 2012-2017 - Valor,PAARI - Módulo de Reparación 2012- 2017 - Víctimas,PAARI - Módulo de Reparación 2012- 2017 - NNA,Estrategia de Recuperación Emocional ,Indemnizaciones 2012-2017 - No. de Indemnizaciones,Indemnizaciones 2012-2017 - Valor,Programa de Acompañamiento 2017 - Con intención de recibir acompañamiento,Programa de Acompañamiento 2017 - En un Negocio,Programa de Acompañamiento 2017 - En Terreno Rural ,Programa de Acompañamiento 2017 - En Vivienda,Programa de Acompañamiento 2017 - En Educación,Identificación,Acercamiento ,Alistamiento ,Pre-Consulta o Consulta Previa,Caracterización del Daño,Diagnóstico del Daño,Diseño y Formulación,En Fase de Diseño e Implementación del PIRC,PIRC aprobado por CTJ,Sin Especificar,Total SRC en el municipio,SIN FUD,SRC en Valoración,SRC Incluido,DEVOLUCION MP ,SRC No Incluido,SRC Indentificados,Apoyo a Entes Territoriales,Atención y Ayuda Humanitaria ,Proyectos de Infraestructura Social y Comunitaria,Indemnizaciones,Centros Regionales *(Aporte  Unidad Victimas)
8,Atlántico,08638, Sabanalarga,Atlántico,Alfredo Enrique Palencia Molina,José Elías Chams,"100,304","3,451","2,700",1,43,0,28,"3,226",240,2,0,1,0,0,3,1,"5,953","2,879","1,727",162,"3,593","8,361",0,0,0,0,0,2,1,382,206,0,3,70,533,0,0,0,0,0,0,0,522,"2,053",67,"2,203","1,212",2,3,982,3,161,0,0,211,66,9,118,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,215",0,0,0
8,Atlántico,08675, Santa Lucía,Atlántico,Alfredo Enrique Palencia Molina,Jorge Luis Polo Medina,"11,395",402,334,0,0,0,0,395,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,40,0,0,0,0,0,0,0,45,192,9,227,110,0,0,77,0,1,0,0,31,22,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0
8,Atlántico,08685, Santo Tomás,Atlántico,Alfredo Enrique Palencia Molina,Luis Alberto Escorcia Castro,"25,567","3,646","2,810",0,998,19,19,"3,557",221,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,606,125,0,1,111,623,0,0,0,0,0,0,0,264,920,39,"2,549","1,424",3,4,319,2,169,298,"2,032",85,43,2,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,428",0,"2,032",0
8,Atlántico,08758, Soledad,Atlántico,Alfredo Enrique Palencia Molina,José Joao Herrera Iranzo,"649,111","46,565","37,293",23,"1,146",459,155,"45,711","1,676",0,12,107,2,0,163,1,"38,544","20,491","9,412",49,"22,601","52,553",0,0,0,0,1,3,11,"3,335","2,074",0,39,305,"5,232",7,0,0,54,42,0,0,"21,167","66,906","2,380","43,634","26,177",13,18,"12,845",113,640,0,0,"2,680","1,524",58,906,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,"26,194",38,0,"1,509"
8,Atlántico,08770, Suan,Atlántico,Alfredo Enrique Palencia Molina,Rodolfo Rafael Pacheco Pacheco,"8,565",564,468,5,42,2,0,554,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,8,0,1,3,77,0,0,0,0,0,0,0,101,406,20,336,190,0,0,131,1,28,0,0,22,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0
8,Atlántico,08832, Tubará,Atlántico,Alfredo Enrique Palencia Molina,Natking Coll Alba,"11,022",460,355,1,34,0,0,403,42,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,0,0,3,45,0,0,0,0,0,0,0,61,258,8,199,106,0,0,38,0,0,0,0,9,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0
8,Atlántico,08849, Usiacurí,Atlántico,Alfredo Enrique Palencia Molina,Ronald Emil Padilla Acuña,"9,486",77,54,0,1,0,0,76,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,27,93,2,68,39,0,0,55,1,8,0,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0
13,Bolívar,13001, Cartagena,Bolívar,Miledy Galeano Paz,Manuel Vicente De Jesus Duque Vasquez,"1,024,882","127,694","96,941",715,"8,799",618,"1,761","121,714","9,843",64,384,134,35,0,"1,173",1,"59,507","37,813","14,236",301,"22,077","74,427",0,0,1,0,0,13,8,"10,803","3,969",0,86,"6,114","6,951","1,982",1,0,47,38,0,0,"24,052","79,172","3,803","78,589","51,453",99,127,"13,791",287,"1,956","7,287","61,468","1,403",433,76,725,109,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,38,"51,580",0,"61,468",0
13,Bolívar,13006, Achí,Bolívar,Miledy Galeano Paz,Javier Enrique Nadjar Rodríguez,"23,851","5,449","3,606",2,69,7,0,"5,457",89,3,19,1,0,0,12,1,"10,977","8,618","2,388",1,"2,738","13,745",0,0,0,0,0,11,2,"1,025",386,0,2,71,"1,356",2,0,0,0,0,"1,380",491,832,"3,634",114,"4,002","2,137",23,28,544,0,5,232,"2,517",83,9,14,49,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,491,"2,165",0,"2,517",0
13,Bolívar,13030, Altos Del Rosario,Bolívar,Miledy Galeano Paz,Jacinto Rodríguez Ardila,"14,215","7,072","6,336",3,8,0,2,"7,158",22,2,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,84,0,3,0,"1,083",1,0,0,0,0,0,0,748,"2,820",101,"6,494","3,460",1,1,143,0,1,0,0,17,5,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,461",0,0,0
13,Bolívar,13052, Arjona,Bolívar,Miledy Galeano Paz,Esther María Jalilie García,"75,271","6,787","5,470",3,37,17,17,"6,544",400,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,220,0,11,118,800,1,0,0,0,0,0,0,497,"2,016",90,"4,928","3,041",5,6,534,1,134,319,"2,052",40,12,3,22,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,"3,048",0,"2,052",0
13,Bolívar,13062, Arroyohondo,Bolívar,Miledy Galeano Paz,Carlos Paternina Orozco,"10,174",965,688,7,81,1,4,907,60,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,89,0,3,3,349,1,0,0,0,0,0,0,34,166,9,288,132,1,1,87,1,0,0,0,15,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0
13,Bolívar,13074, Barranco De Loba,Bolívar,Miledy Galeano Paz,Uldarico Toloza Tundueno,"18,426","7,369","5,972",12,129,18,4,"7,790",126,6,3,4,0,0,4,1,"1,186",860,514,0,158,"1,532",0,0,0,0,0,10,1,743,119,0,2,0,882,4,0,0,0,0,17,5,286,"1,174",54,"3,104","1,661",3,4,143,0,1,0,0,11,6,0,5,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,2,5,"1,665",339,0,0
13,Bolívar,13140, Calamar,Bolívar,Miledy Galeano Paz,Yesid Jassir Vergara,"23,928",959,736,6,462,15,49,797,173,0,3,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,254,215,0,0,219,249,1,0,0,0,0,0,0,85,358,12,456,220,7,9,135,13,0,67,402,29,9,2,13,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,229,0,402,0
13,Bolívar,13188, Cicuco,Bolívar,Miledy Galeano Paz,Alberto Viloria Fajardo,"11,137",783,556,0,22,5,1,769,24,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,44,0,1,0,240,1,0,0,0,0,0,0,56,229,11,464,215,1,1,42,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0
13,Bolívar,13212, Córdoba,Bolívar,Miledy Galeano Paz,Karina Paola Becerra Baños,"12,342","15,099","12,745",18,105,5,52,"15,350",308,0,3,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1,075",126,0,0,127,"1,090",5,0,0,0,0,160,14,683,"2,745",130,"8,118","4,359",6,8,454,1,6,0,0,26,6,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"4,367",0,0,0
13,Bolívar,13222, Clemencia,Bolívar,Miledy Galeano Paz,Miguel Guillermo Grau Salcedo,"12,750","1,388","1,095",0,1,1,2,"1,353",72,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,118,0,3,0,313,0,0,0,0,0,0,0,138,538,25,849,463,2,3,97,0,7,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0
13,Bolívar,13244, El Carmen De Bolíva,Bolívar,Miledy Galeano Paz,Rafael Gallo Paredes,"76,949","67,588","50,596",201,485,24,200,"72,105","2,113",24,50,3,3,0,183,1,"12,763","8,012","3,248",145,"3,875","15,280",0,0,0,0,0,16,10,"11,637","1,067",0,18,302,"11,481","1,777",0,0,0,0,0,0,"7,686","25,619","1,039","41,475","21,672",20,26,"8,248",81,"1,476",0,0,659,146,40,407,48,1,0,0,0,0,0,0,0,2,0,3,0,0,3,0,0,3,0,"21,698",0,0,0
13,Bolívar,13248, El Guamo,Bolívar,Miledy Galeano Paz,Luz María Mercado Villalba,"7,771","3,062","2,121",43,246,30,12,"3,032",180,0,7,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,119,0,1,217,650,2,0,0,0,0,0,0,202,921,43,"1,497",660,2,3,165,4,2,0,0,12,1,6,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,662,0,0,0
13,Bolívar,13268, El Peñón,Bolívar,Miledy Galeano Paz,Arling Arias García,"9,900","1,470","1,242",3,114,0,0,"1,413",83,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,9,4,148,129,0,0,47,232,0,0,0,0,0,214,69,63,269,9,495,290,0,0,34,0,0,0,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,69,290,0,0,0
13,Bolívar,13300, Hatillo De Loba,Bolívar,Miledy Galeano Paz,Maryolis Isabin González Amaris,"12,121",593,421,0,0,0,0,675,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,24,0,0,0,130,0,0,0,0,0,0,0,50,207,8,378,198,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0
13,Bolívar,13430, Magangué,Bolívar,Miledy Galeano Paz,Pedro Manuel Ali Ali,"123,906","46,169","32,427",41,183,35,77,"47,864",599,4,75,6,5,0,37,1,"10,119","4,792","3,394",37,"3,372","11,595",0,0,0,0,0,7,1,"5,084",658,0,13,42,"4,820","1,011",0,0,4,2,60,57,"6,808","25,747","1,759","23,636","15,705",19,23,"4,164",16,313,837,"6,838",204,53,21,98,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,"15,728",0,"6,838",0
13,Bolívar,13433, Mahates,Bolívar,Miledy Galeano Paz,Víctor Augusto Guerra Olascoaga,"26,461","5,673","3,975",18,169,6,14,"5,768",144,0,11,8,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,072",218,0,1,165,"1,125",1,0,0,0,0,0,0,364,"1,477",74,"2,254","1,193",3,4,269,0,1,0,0,44,2,1,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"1,197",0,0,0
13,Bolívar,13440, Margarita,Bolívar,Miledy Galeano Paz,Germán Montes Pedrozo,"10,059",375,260,2,21,5,0,325,57,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,24,0,0,2,93,1,0,0,0,0,0,0,15,50,4,151,86,0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0
13,Bolívar,13442, María La Baja,Bolívar,Miledy Galeano Paz,Carlos Antonio Coronel Mera,"48,787","20,010","14,798",8,237,19,24,"21,519",434,1,15,10,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"2,110",233,0,9,278,"2,074",19,2,0,0,0,0,0,"1,004","4,343",179,"12,740","8,487",9,11,893,7,12,679,"7,737",110,26,18,52,8,9,0,0,0,0,0,0,0,1,0,10,0,0,10,0,0,10,0,"8,498",0,"7,737",0
13,Bolívar,13458, Montecristo,Bolívar,Miledy Galeano Paz,Beduth Enrique Salgado Macias,"22,254","9,904","8,355",916,948,7,20,"10,155",139,9,112,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"1,572",548,0,1,2,"2,196",9,0,0,1,0,161,41,288,"1,066",36,"7,810","4,093",82,109,175,1,7,0,0,34,15,2,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,"4,202",0,0,0
13,Bolívar,13468, Mompós,Bolívar,Miledy Galeano Paz,Nubia Isabel Quevedo Ángel,"44,784","1,228",879,2,14,4,27,923,333,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,143,0,3,32,309,1,0,0,0,0,0,0,75,333,11,781,409,9,11,99,0,2,153,"1,151",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,"1,151",0
13,Bolívar,13490, Norosí,Magdalena Medio,Amparo Chicue Cristancho,Jailton Ariza Camacho,"5,148","4,863","4,432",2,8,1,2,"4,915",29,1,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,5,217,74,0,0,7,284,0,0,0,0,0,300,51,446,"1,395",52,"2,506","1,453",1,1,473,0,2,0,0,16,2,1,9,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,51,"1,455",0,0,0
13,Bolívar,13549, Pinillos,Bolívar,Miledy Galeano Paz,Marcos Antonio Pérez Chaves,"25,448","3,065","1,838",0,75,5,0,"3,032",19,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,29,0,2,0,587,0,0,0,0,0,0,0,272,"1,200",39,"2,578","1,469",1,1,125,0,1,55,400,11,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,470",0,400,0
13,Bolívar,13620, San Cristóbal,Bolívar,Miledy Galeano Paz,German Zapata López,"6,711","1,033",855,0,12,1,0,"1,035",23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,23,0,1,1,170,0,0,0,0,0,0,0,69,299,14,350,185,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0
13,Bolívar,13647, San Estanislao,Bolívar,Miledy Galeano Paz,Janeth Vega Caicedo,"16,473",786,564,0,47,0,11,710,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,50,0,0,0,199,0,0,0,0,0,0,0,44,200,10,366,157,1,1,29,0,0,167,894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,894,0
13,Bolívar,13650, San Fernando,Bolívar,Miledy Galeano Paz,Felipe Turizo Lobo,"13,944",125,83,0,7,1,0,104,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,1,25,0,0,0,0,0,0,0,9,52,2,113,70,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
13,Bolívar,13654, San Jacinto,Bolívar,Miledy Galeano Paz,Abraham Antonio Kamell Yaspe,"21,602","18,511","15,800",39,71,2,10,"18,418",472,9,106,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"3,502",432,0,1,326,"5,579",8,0,0,0,0,285,135,"1,634","5,497",232,"24,004","13,170",25,31,"2,165",7,217,"4,275","22,754",133,29,11,78,11,3,0,1,0,0,0,0,0,1,0,5,1,0,4,0,0,5,135,"13,201",0,"22,754",0
13,Bolívar,13655, San Jacinto Del Cau,Bolívar,Miledy Galeano Paz,Enrique Carlos Franco Contreras,"14,036","2,828","2,237",0,4,0,0,"2,840",34,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,518,78,0,7,0,619,2,0,0,0,0,0,0,117,476,18,"1,684",826,1,1,88,0,1,0,0,13,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,0,0,0
13,Bolívar,13657, San Juan Nepomuceno,Bolívar,Miledy Galeano Paz,Benito José Acosta Vergara,"33,753","21,800","19,313",28,208,13,28,"21,848",513,3,23,2,0,0,129,1,"7,891","4,200","2,404",36,"2,496","9,136",0,0,0,0,0,1,3,"3,023",177,0,7,517,"3,822",7,0,0,0,0,51,48,"2,465","9,030",376,"19,362","9,385",2,3,"2,982",9,226,"1,690","11,400",413,84,24,259,16,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,48,"9,388",0,"11,400",0
13,Bolívar,13667, San Martín De Loba,Bolívar,Miledy Galeano Paz,Adalberto Jesús Menco Navarro,"18,079","5,294","4,224",53,107,3,8,"5,378",125,1,13,2,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,1,1,798,79,0,4,0,880,1,0,0,0,0,0,0,308,"1,197",56,"2,948","1,549",5,7,282,0,3,0,0,22,6,1,12,3,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,"1,556",0,0,0
13,Bolívar,13673, Santa Catalina,Bolívar,Miledy Galeano Paz,Salomón Castro Cantillo,"13,431",787,543,0,10,2,8,706,77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,117,0,1,0,288,0,0,0,0,0,0,0,93,355,8,459,224,1,1,62,2,0,76,446,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,446,0
13,Bolívar,13683, Santa Rosa,Bolívar,Miledy Galeano Paz,José Luis Altamar Rodríguez,"23,624","4,148","3,233",16,24,5,15,"3,968",214,7,8,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,289,53,0,0,0,342,0,0,0,0,0,0,0,319,"1,230",48,"1,350",734,9,12,429,4,68,0,0,36,5,1,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,0
13,Bolívar,13760, Soplaviento,Bolívar,Miledy Galeano Paz,Willington Rafael Romero Zamora,"8,480",272,192,1,40,0,0,253,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,59,0,2,0,99,0,0,0,0,0,0,0,15,54,2,105,63,0,0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0
13,Bolívar,13780, Talaigua Nuevo,Bolívar,Miledy Galeano Paz,Gerardo De Jesús Arias Zuluaga,"11,414","1,386","1,114",8,189,3,11,"1,414",80,1,0,2,0,0,10,1,582,736,174,0,30,940,0,0,0,0,0,0,0,354,95,0,2,0,449,4,0,0,0,0,0,0,86,365,15,812,409,1,1,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0
13,Bolívar,13810, Tiquisio,Bolívar,Miledy Galeano Paz,Fernando Antonio Carmona Pérez,"22,928","10,830","9,619",10,42,4,26,"10,904",211,4,150,2,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,7,977,429,0,4,122,"1,397",1,0,0,0,0,0,0,577,"2,502",80,"7,104","4,246",8,10,287,0,1,0,0,18,3,2,11,2,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,2,0,"4,257",54,0,0
13,Bolívar,13836, Turbaco,Bolívar,Miledy Galeano Paz,Antonio Víctor Alcalá Puello,"74,209","6,507","5,057",23,240,90,31,"6,280",411,1,4,7,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,470,0,10,93,"1,127",7,0,0,0,0,0,0,529,"2,036",72,"2,922","1,700",6,8,521,5,169,0,0,59,15,4,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,707",0,0,0
13,Bolívar,13838, Turbaná,Bolívar,Miledy Galeano Paz,Senen Cantillo Paternina,"15,193",435,294,0,18,2,22,316,134,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,98,0,2,38,151,0,0,0,0,0,0,0,43,172,6,169,99,2,3,39,1,45,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,102,0,0,0
13,Bolívar,13873, Villanueva,Bolívar,Miledy Galeano Paz,Gilberto David Amaya Vásquez,"20,152","3,587","2,884",0,18,0,6,"3,461",206,1,0,0,2,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,119,0,0,131,268,7,0,0,0,0,0,0,475,"1,799",94,"2,938","1,728",1,1,421,2,13,0,0,51,11,9,28,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,"1,729",0,0,0
13,Bolívar,13894, Zambrano,Bolívar,Miledy Galeano Paz,Alberto Miguel Murillo Palmera,"11,767","9,578","8,291",5,244,274,6,"9,876",200,13,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"1,448",43,0,0,124,"1,385",22,0,0,0,0,0,0,703,"2,551",138,"9,647","6,112",7,9,475,2,4,0,0,46,10,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,121",0,0,0
88,San Andrés,88001, San Andrés,Bolívar,Miledy Galeano Paz,Ronald Housni Jaller,"72,585",296,239,0,57,4,2,260,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,60,63,0,4,86,3,45,0,0,0,0,0,0,28,73,3,208,103,1,1,30,0,0,14,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,98,0
88,San Andrés,88564, Providencia,Bolívar,Miledy Galeano Paz,Bernardo Benito Bent Williams,"5,174",6,5,0,0,0,0,7,0,0,0,0,0,0,0,1,210,69,128,48,83,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,21,11,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0
18,Caquetá,18001, Florencia,Caquetá Y Huila,Lucrecia Murcia Lozada,Andres Mauricio Perdomo Lara,"178,450","137,726","118,718",864,"15,706",495,"4,392","123,175","19,776",209,408,313,121,0,"3,566",1,"59,829","37,118","14,644",288,"18,512","70,562",1,1,0,0,0,14,62,"10,780","2,467",0,48,"4,824","5,548","3,069",2,0,0,0,"3,505","2,207","22,074","66,929","3,074","109,208","70,008",554,695,"22,961",473,"1,594","12,746","74,519","1,829",638,206,727,139,9,0,0,0,2,0,0,0,0,0,11,0,0,10,0,3,13,"2,207","70,702",197,"74,519","2,152"
18,Caquetá,18029, Albania,Caquetá Y Huila,Lucrecia Murcia Lozada,José Eugenio Gaviria Salgado,"6,435","3,184","2,870",89,"1,161",78,31,"2,688",252,5,37,61,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,1,5,736,114,0,5,0,859,0,0,0,16,8,33,10,324,"1,032",77,"3,383","1,776",20,25,405,1,2,763,"6,769",35,8,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"1,800",0,"6,769",0
18,Caquetá,18094, Belén De Los Andaqu,Caquetá Y Huila,Lucrecia Murcia Lozada,Edilmer Leonardo Ducuara Cubillos,"11,663","6,312","5,688",23,"1,748",142,72,"5,820",479,3,34,48,2,0,143,0,0,0,0,0,0,0,0,0,0,0,0,5,3,899,254,0,2,21,"1,138",1,0,0,3,4,311,32,654,"2,168",126,"5,736","3,072",40,51,826,8,18,577,"3,891",87,39,4,30,11,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,2,35,"3,123",216,"3,891",0
41,Huila,41016, Aipe,Caquetá Y Huila,Lucrecia Murcia Lozada,José Sevel Castro Tovar,"27,669","1,756","1,599",26,237,0,0,"1,683",71,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,127,45,0,1,0,174,0,0,0,10,6,0,0,227,829,57,"1,830","1,045",4,5,187,0,58,53,272,35,8,12,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"1,050",0,272,0
18,Caquetá,18150, Cartagena Del Chair,Caquetá Y Huila,Lucrecia Murcia Lozada,Luis Francisco Vargas Correa,"34,429","12,045","10,623",64,"2,462",18,106,"11,626",556,20,9,3,10,0,79,1,"8,367","6,789","2,028",33,"3,230","12,080",0,0,0,0,0,11,14,"1,538",248,0,4,2,"1,815",0,1,0,38,24,311,146,"2,339","8,174",399,"12,708","7,052",81,100,"2,147",12,154,531,"2,912",497,93,85,261,24,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,171,"7,152",78,"2,912",0
18,Caquetá,18205, Curillo,Caquetá Y Huila,Lucrecia Murcia Lozada,José Ferrin Realpe Osorio,"11,789","5,068","4,313",48,178,20,33,"4,927",324,4,23,18,5,0,98,0,0,0,0,0,0,0,0,0,0,0,0,11,5,575,141,0,2,0,718,0,0,0,5,4,33,7,429,"1,458",97,"3,467","1,893",18,24,442,7,183,0,0,33,3,3,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"1,917",29,0,0
